customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
BF-10801,674,3,1568.0,1,1,3,113,At Risk
BF-10802,916,1,2183.0,1,1,3,113,At Risk
BF-10803,210,2,58.0,2,1,1,211,At Risk
BF-109751,36,9,3856.0,4,5,4,454,Champions
BF-109752,120,2,2455.0,3,1,3,313,Others
BF-109753,531,4,1196.0,1,2,2,122,Lost
BF-109754,92,7,600.0,3,4,2,342,Potential Loyalist
BF-110051,9,9,14563.0,5,5,5,555,Champions
BF-110052,55,7,3911.0,4,4,4,444,Loyal Customers
BF-110053,92,5,3540.0,3,3,4,334,Potential Loyalist
BF-110054,40,4,1336.0,4,2,2,422,Others
BF-110201,113,3,1704.0,3,1,3,313,Others
BF-110202,16,8,3939.0,5,4,4,544,Champions
BF-110203,189,5,1668.0,2,3,3,233,At Risk
BF-110204,75,8,2889.0,4,4,4,444,Loyal Customers
BF-110801,56,9,5973.0,4,5,5,455,Champions
BF-110802,335,4,2303.0,2,2,3,223,At Risk
BF-110803,159,5,1583.0,2,3,3,233,At Risk
BF-110804,26,3,274.0,5,1,1,511,Others
BF-111701,58,4,7092.0,4,2,5,425,Others
BF-111702,59,8,6134.0,4,4,5,445,Champions
BF-111703,20,8,3179.0,5,4,4,544,Champions
BF-111704,17,11,5909.0,5,5,5,555,Champions
BF-112151,134,10,4587.0,3,5,5,355,Potential Loyalist
BF-112152,27,7,2734.0,5,4,4,544,Champions
BF-112153,483,6,4064.0,1,3,4,134,Can't Lose Them
BF-112154,66,4,1586.0,4,2,3,423,Others
BF-112751,737,1,407.0,1,1,1,111,Lost
BF-112752,7,10,4357.0,5,5,5,555,Champions
BF-112753,7,9,4024.0,5,5,4,554,Champions
BF-112754,58,3,791.0,4,1,2,412,Others
BF-11701,551,2,268.0,1,1,1,111,Lost
BF-11702,194,4,637.0,2,2,2,222,At Risk
BF-12151,118,5,399.0,3,3,1,331,Potential Loyalist
BF-12751,1119,1,24.0,1,1,1,111,Lost
BF-12752,129,6,985.0,3,3,2,332,Potential Loyalist
BF-9751,287,5,1009.0,2,3,2,232,At Risk
BF-9752,23,3,722.0,5,1,2,512,Others
BG-10351,601,1,124.0,1,1,1,111,Lost
BG-110351,117,9,6713.0,3,5,5,355,Potential Loyalist
BG-110352,30,6,7445.0,5,3,5,535,Potential Loyalist
BG-110353,136,10,2942.0,3,5,4,354,Potential Loyalist
BG-110354,29,8,2799.0,5,4,4,544,Champions
BG-116951,69,6,3436.0,4,3,4,434,Potential Loyalist
BG-116952,384,1,662.0,1,1,2,112,Lost
BG-116953,10,6,4753.0,5,3,5,535,Potential Loyalist
BG-116954,37,6,1873.0,4,3,3,433,Potential Loyalist
BG-117401,85,6,4900.0,3,3,5,335,Potential Loyalist
BG-117402,7,7,3270.0,5,4,4,544,Champions
BG-117403,119,5,5513.0,3,3,5,335,Potential Loyalist
BG-117404,58,6,1006.0,4,3,2,432,Potential Loyalist
BG-16951,45,4,413.0,4,2,1,421,Others
BG-16952,481,1,76.0,1,1,1,111,Lost
BG-17401,17,2,145.0,5,1,1,511,Others
BG-17402,44,2,547.0,4,1,1,411,Others
BH-117101,29,4,2412.0,5,2,3,523,Others
BH-117102,52,6,7089.0,4,3,5,435,Potential Loyalist
BH-117103,52,13,7779.0,4,5,5,455,Champions
BH-117104,24,8,6256.0,5,4,5,545,Champions
BH-17101,274,3,1333.0,2,1,2,212,At Risk
BH-17102,94,7,3251.0,3,4,4,344,Potential Loyalist
BK-112601,29,7,6899.0,5,4,5,545,Champions
BK-112602,27,8,3859.0,5,4,4,544,Champions
BK-112603,108,6,1877.0,3,3,3,333,Potential Loyalist
BK-112604,78,6,659.0,3,3,2,332,Potential Loyalist
BK-12601,125,1,214.0,3,1,1,311,Others
BK-12602,41,5,78.0,4,3,1,431,Potential Loyalist
BM-111401,143,7,6930.0,3,4,5,345,Potential Loyalist
BM-111402,12,6,1344.0,5,3,2,532,Potential Loyalist
BM-111403,9,12,5250.0,5,5,5,555,Champions
BM-111404,308,4,11791.0,2,2,5,225,Can't Lose Them
BM-11401,371,2,86.0,1,1,1,111,Lost
BM-11402,14,4,1772.0,5,2,3,523,Others
BM-115751,45,9,6011.0,4,5,5,455,Champions
BM-115752,94,4,625.0,3,2,2,322,Others
BM-115753,35,6,2908.0,4,3,4,434,Potential Loyalist
BM-115754,101,6,809.0,3,3,2,332,Potential Loyalist
BM-116501,157,3,835.0,2,1,2,212,At Risk
BM-116502,155,7,3296.0,2,4,4,244,Can't Lose Them
BM-116503,199,3,3497.0,2,1,4,214,Can't Lose Them
BM-116504,34,11,6749.0,4,5,5,455,Champions
BM-117851,41,14,10399.0,4,5,5,455,Champions
BM-117852,3,7,4330.0,5,4,5,545,Champions
BM-117853,37,5,2377.0,4,3,3,433,Potential Loyalist
BM-117854,219,10,1338.0,2,5,2,252,Can't Lose Them
BM-15751,41,5,1368.0,4,3,2,432,Potential Loyalist
BM-15752,198,4,334.0,2,2,1,221,At Risk
BM-16501,1190,2,341.0,1,1,1,111,Lost
BM-16502,1154,1,17.0,1,1,1,111,Lost
BM-16503,482,5,2180.0,1,3,3,133,At Risk
BM-17851,85,7,2096.0,3,4,3,343,Potential Loyalist
BM-17852,49,2,149.0,4,1,1,411,Others
BN-114701,181,10,13672.0,2,5,5,255,Can't Lose Them
BN-114702,36,6,3729.0,4,3,4,434,Potential Loyalist
BN-114703,12,9,5710.0,5,5,5,555,Champions
BN-114704,25,4,266.0,5,2,1,521,Others
BN-115151,76,4,1364.0,4,2,2,422,Others
BN-115152,21,5,2433.0,5,3,3,533,Potential Loyalist
BN-115153,433,9,5014.0,1,5,5,155,Can't Lose Them
BN-115154,10,5,1460.0,5,3,3,533,Potential Loyalist
BN-14701,23,3,1325.0,5,1,2,512,Others
BN-14702,52,4,1498.0,4,2,3,423,Others
BN-15151,100,4,773.0,3,2,2,322,Others
BN-15152,28,4,1834.0,5,2,3,523,Others
BO-113501,140,8,3754.0,3,4,4,344,Potential Loyalist
BO-113502,112,4,815.0,3,2,2,322,Others
BO-113503,1115,3,225.0,1,1,1,111,Lost
BO-113504,138,5,2682.0,3,3,4,334,Potential Loyalist
BO-114251,6,7,1939.0,5,4,3,543,Loyal Customers
BO-114252,175,8,6314.0,2,4,5,245,Can't Lose Them
BO-114253,98,4,3974.0,3,2,4,324,Others
BO-114254,76,2,131.0,4,1,1,411,Others
BO-13501,22,3,477.0,5,1,1,511,Others
BO-13502,329,3,140.0,2,1,1,211,At Risk
BO-14251,2,4,1560.0,5,2,3,523,Others
BO-14252,376,4,1111.0,1,2,2,122,Lost
BP-10501,121,4,2953.0,3,2,4,324,Others
BP-10502,12,5,2031.0,5,3,3,533,Potential Loyalist
BP-10951,218,3,414.0,2,1,1,211,At Risk
BP-10952,12,3,1346.0,5,1,2,512,Others
BP-110501,364,3,671.0,1,1,2,112,Lost
BP-110502,6,7,1581.0,5,4,3,543,Loyal Customers
BP-110503,42,6,2170.0,4,3,3,433,Potential Loyalist
BP-110504,84,5,983.0,3,3,2,332,Potential Loyalist
BP-110951,54,4,900.0,4,2,2,422,Others
BP-110952,3,8,2425.0,5,4,3,543,Loyal Customers
BP-110953,331,8,2560.0,2,4,4,244,Can't Lose Them
BP-110954,18,12,2442.0,5,5,3,553,Loyal Customers
BP-111551,33,6,801.0,5,3,2,532,Potential Loyalist
BP-111552,50,7,7590.0,4,4,5,445,Champions
BP-111553,43,5,3610.0,4,3,4,434,Potential Loyalist
BP-111554,90,6,1698.0,3,3,3,333,Potential Loyalist
BP-111851,37,5,4436.0,4,3,5,435,Potential Loyalist
BP-111852,14,7,4348.0,5,4,5,545,Champions
BP-111853,447,7,2919.0,1,4,4,144,Can't Lose Them
BP-111854,2,9,3676.0,5,5,4,554,Champions
BP-112301,73,7,4264.0,4,4,4,444,Loyal Customers
BP-112302,150,5,5519.0,3,3,5,335,Potential Loyalist
BP-112303,114,6,1612.0,3,3,3,333,Potential Loyalist
BP-112304,40,5,1181.0,4,3,2,432,Potential Loyalist
BP-112901,101,8,3172.0,3,4,4,344,Potential Loyalist
BP-112902,14,5,3892.0,5,3,4,534,Potential Loyalist
BP-112903,258,9,2908.0,2,5,4,254,Can't Lose Them
BP-112904,13,7,2472.0,5,4,3,543,Loyal Customers
BP-11551,420,1,87.0,1,1,1,111,Lost
BP-11552,975,1,175.0,1,1,1,111,Lost
BP-11553,262,4,850.0,2,2,2,222,At Risk
BP-11851,5,4,580.0,5,2,2,522,Others
BP-11852,6,6,850.0,5,3,2,532,Potential Loyalist
BP-12301,390,4,5496.0,1,2,5,125,Can't Lose Them
BP-12302,84,4,642.0,3,2,2,322,Others
BP-12901,370,1,65.0,1,1,1,111,Lost
BP-12902,752,3,318.0,1,1,1,111,Lost
BS-113651,1,4,1321.0,5,2,2,522,Others
BS-113652,120,5,4186.0,3,3,4,334,Potential Loyalist
BS-113653,26,12,6543.0,5,5,5,555,Champions
BS-113654,559,5,10502.0,1,3,5,135,Can't Lose Them
BS-113801,115,6,8133.0,3,3,5,335,Potential Loyalist
BS-113802,94,4,1671.0,3,2,3,323,Others
BS-113803,273,8,4614.0,2,4,5,245,Can't Lose Them
BS-113804,29,5,3888.0,5,3,4,534,Potential Loyalist
BS-115901,83,7,2791.0,3,4,4,344,Potential Loyalist
BS-115902,372,6,4036.0,1,3,4,134,Can't Lose Them
BS-115903,428,4,2078.0,1,2,3,123,At Risk
BS-115904,36,6,2455.0,4,3,3,433,Potential Loyalist
BS-116651,120,4,4658.0,3,2,5,325,Others
BS-116652,30,9,3734.0,5,5,4,554,Champions
BS-116653,37,8,5789.0,4,4,5,445,Champions
BS-116654,583,3,3288.0,1,1,4,114,Can't Lose Them
BS-117551,283,7,6031.0,2,4,5,245,Can't Lose Them
BS-117552,7,6,4698.0,5,3,5,535,Potential Loyalist
BS-117553,19,9,4263.0,5,5,4,554,Champions
BS-117554,2,7,2564.0,5,4,4,544,Champions
BS-118001,220,5,4711.0,2,3,5,235,Can't Lose Them
BS-118002,135,6,3002.0,3,3,4,334,Potential Loyalist
BS-118003,10,8,2224.0,5,4,3,543,Loyal Customers
BS-118004,266,2,950.0,2,1,2,212,At Risk
BS-13651,604,3,807.0,1,1,2,112,Lost
BS-13652,38,2,152.0,4,1,1,411,Others
BS-13801,132,3,160.0,3,1,1,311,Others
BS-13802,428,2,310.0,1,1,1,111,Lost
BS-15901,618,2,35.0,1,1,1,111,Lost
BS-15902,238,3,784.0,2,1,2,212,At Risk
BS-16651,510,3,1016.0,1,1,2,112,Lost
BS-16652,153,4,4088.0,2,2,4,224,Can't Lose Them
BS-17551,296,4,1675.0,2,2,3,223,At Risk
BS-17552,818,1,3.0,1,1,1,111,Lost
BS-18001,12,5,4163.0,5,3,4,534,Potential Loyalist
BS-18002,391,4,2203.0,1,2,3,123,At Risk
BT-113051,254,3,2394.0,2,1,3,213,At Risk
BT-113052,29,8,2919.0,5,4,4,544,Champions
BT-113053,94,8,2443.0,3,4,3,343,Potential Loyalist
BT-113054,337,5,2568.0,2,3,4,234,Can't Lose Them
BT-113951,86,8,3596.0,3,4,4,344,Potential Loyalist
BT-113952,29,8,5228.0,5,4,5,545,Champions
BT-113953,295,2,337.0,2,1,1,211,At Risk
BT-113954,303,6,2188.0,2,3,3,233,At Risk
BT-114401,52,5,3168.0,4,3,4,434,Potential Loyalist
BT-114402,318,6,2016.0,2,3,3,233,At Risk
BT-114403,367,6,2476.0,1,3,3,133,At Risk
BT-114404,561,4,605.0,1,2,2,122,Lost
BT-114851,79,8,2681.0,3,4,4,344,Potential Loyalist
BT-114852,161,9,4105.0,2,5,4,254,Can't Lose Them
BT-114853,31,10,1678.0,5,5,3,553,Loyal Customers
BT-114854,660,2,415.0,1,1,1,111,Lost
BT-115301,58,6,6924.0,4,3,5,435,Potential Loyalist
BT-115302,44,7,2488.0,4,4,3,443,Loyal Customers
BT-115303,34,7,1711.0,4,4,3,443,Loyal Customers
BT-115304,92,5,2684.0,3,3,4,334,Potential Loyalist
BT-116801,19,10,8849.0,5,5,5,555,Champions
BT-116802,1035,2,1499.0,1,1,3,113,At Risk
BT-116803,117,3,543.0,3,1,1,311,Others
BT-116804,21,7,3197.0,5,4,4,544,Champions
BT-13051,32,6,916.0,5,3,2,532,Potential Loyalist
BT-13052,566,4,391.0,1,2,1,121,Lost
BT-13951,34,3,205.0,4,1,1,411,Others
BT-13952,191,1,244.0,2,1,1,211,At Risk
BT-14401,122,4,541.0,3,2,1,321,Others
BT-14402,94,6,1594.0,3,3,3,333,Potential Loyalist
BT-14851,458,3,174.0,1,1,1,111,Lost
BT-14852,98,6,2630.0,3,3,4,334,Potential Loyalist
BT-15301,461,2,105.0,1,1,1,111,Lost
BT-15302,353,1,832.0,1,1,2,112,Lost
BT-15303,897,4,599.0,1,2,2,122,Lost
BT-16801,58,2,482.0,4,1,1,411,Others
BT-16802,183,2,326.0,2,1,1,211,At Risk
BV-112451,138,4,6258.0,3,2,5,325,Others
BV-112452,45,10,10437.0,4,5,5,455,Champions
BV-112453,125,3,2464.0,3,1,3,313,Others
BV-112454,335,5,1522.0,2,3,3,233,At Risk
BV-12451,129,3,685.0,3,1,2,312,Others
BW-10651,23,4,8957.0,5,2,5,525,Others
BW-10652,188,1,70.0,2,1,1,211,At Risk
BW-110651,51,5,3107.0,4,3,4,434,Potential Loyalist
BW-110652,181,5,1640.0,2,3,3,233,At Risk
BW-110653,118,5,3280.0,3,3,4,334,Potential Loyalist
BW-110654,213,3,386.0,2,1,1,211,At Risk
BW-11101,185,4,411.0,2,2,1,221,At Risk
BW-11102,1286,1,17.0,1,1,1,111,Lost
BW-11103,258,5,1268.0,2,3,2,232,At Risk
BW-111101,199,12,12267.0,2,5,5,255,Can't Lose Them
BW-111102,55,10,10278.0,4,5,5,455,Champions
BW-111103,405,5,3206.0,1,3,4,134,Can't Lose Them
BW-111104,122,8,4752.0,3,4,5,345,Potential Loyalist
BW-112001,41,9,4381.0,4,5,5,455,Champions
BW-112002,57,4,1183.0,4,2,2,422,Others
BW-112003,182,10,4557.0,2,5,5,255,Can't Lose Them
BW-112004,204,6,1738.0,2,3,3,233,At Risk
BW-12001,134,3,2997.0,3,1,4,314,Others
BW-12002,385,1,109.0,1,1,1,111,Lost
CA-119651,100,7,11653.0,3,4,5,345,Potential Loyalist
CA-119652,45,9,4077.0,4,5,4,454,Champions
CA-119653,19,4,1591.0,5,2,3,523,Others
CA-119654,97,6,3789.0,3,3,4,334,Potential Loyalist
CA-120551,14,5,2746.0,5,3,4,534,Potential Loyalist
CA-120552,127,7,4018.0,3,4,4,344,Potential Loyalist
CA-120553,94,5,2248.0,3,3,3,333,Potential Loyalist
CA-120554,402,5,1679.0,1,3,3,133,At Risk
CA-122651,35,9,3988.0,4,5,4,454,Champions
CA-122652,52,6,9234.0,4,3,5,435,Potential Loyalist
CA-122653,184,7,2601.0,2,4,4,244,Can't Lose Them
CA-122654,57,9,2649.0,4,5,4,454,Champions
CA-123101,198,5,1091.0,2,3,2,232,At Risk
CA-123102,15,7,2734.0,5,4,4,544,Champions
CA-123103,281,5,1920.0,2,3,3,233,At Risk
CA-123104,14,4,1423.0,5,2,3,523,Others
CA-127751,568,5,11493.0,1,3,5,135,Can't Lose Them
CA-127752,94,6,2181.0,3,3,3,333,Potential Loyalist
CA-127753,187,8,1635.0,2,4,3,243,Can't Lose Them
CA-127754,121,7,3040.0,3,4,4,344,Potential Loyalist
CA-19651,187,3,435.0,2,1,1,211,At Risk
CA-19652,128,5,2448.0,3,3,3,333,Potential Loyalist
CA-20551,990,1,1002.0,1,1,2,112,Lost
CA-20552,259,2,600.0,2,1,2,212,At Risk
CA-22651,134,1,321.0,3,1,1,311,Others
CA-22652,106,6,3042.0,3,3,4,334,Potential Loyalist
CA-23101,337,3,221.0,2,1,1,211,At Risk
CA-23102,505,2,414.0,1,1,1,111,Lost
CA-27751,478,2,742.0,1,1,2,112,Lost
CA-27752,310,2,743.0,2,1,2,212,At Risk
CB-120251,177,5,3393.0,2,3,4,234,Can't Lose Them
CB-120252,98,5,1475.0,3,3,3,333,Potential Loyalist
CB-120253,10,5,744.0,5,3,2,532,Potential Loyalist
CB-120254,48,10,6076.0,4,5,5,455,Champions
CB-124151,1127,1,311.0,1,1,1,111,Lost
CB-124152,461,6,5679.0,1,3,5,135,Can't Lose Them
CB-124153,37,8,4766.0,4,4,5,445,Champions
CB-124154,27,8,1949.0,5,4,3,543,Loyal Customers
CB-125351,43,3,3987.0,4,1,4,414,Others
CB-125352,45,8,7379.0,4,4,5,445,Champions
CB-125353,90,8,2500.0,3,4,3,343,Potential Loyalist
CB-125354,198,8,4247.0,2,4,4,244,Can't Lose Them
CB-20251,23,5,1841.0,5,3,3,533,Potential Loyalist
CB-24151,1407,1,64.0,1,1,1,111,Lost
CB-24152,517,3,1169.0,1,2,2,122,Lost
CB-25351,8,1,116.0,5,1,1,511,Others
CB-25352,353,1,32.0,1,1,1,111,Lost
CC-121001,133,3,1317.0,3,2,2,322,Others
CC-121002,148,7,4417.0,3,4,5,345,Potential Loyalist
CC-121003,52,9,3997.0,4,5,4,454,Champions
CC-121004,458,6,1771.0,1,3,3,133,At Risk
CC-121451,83,7,4483.0,3,4,5,345,Potential Loyalist
CC-121452,252,7,4945.0,2,4,5,245,Can't Lose Them
CC-121453,409,3,292.0,1,2,1,121,Lost
CC-121454,107,7,2473.0,3,4,3,343,Potential Loyalist
CC-122201,57,5,850.0,4,3,2,432,Potential Loyalist
CC-122202,100,7,1995.0,3,4,3,343,Potential Loyalist
CC-122203,668,8,550.0,1,4,2,142,Can't Lose Them
CC-122204,21,12,3914.0,5,5,4,554,Champions
CC-123701,145,12,9524.0,3,5,5,355,Potential Loyalist
CC-123702,80,9,5455.0,3,5,5,355,Potential Loyalist
CC-123703,255,4,1122.0,2,2,2,222,At Risk
CC-123704,44,5,12128.0,4,3,5,435,Potential Loyalist
CC-124301,48,9,5193.0,4,5,5,455,Champions
CC-124302,677,1,57.0,1,1,1,111,Lost
CC-124303,7,9,5878.0,5,5,5,555,Champions
CC-124304,1,10,2869.0,5,5,4,554,Champions
CC-124751,196,9,7015.0,2,5,5,255,Can't Lose Them
CC-124752,192,5,2705.0,2,3,4,234,Can't Lose Them
CC-124753,17,7,5779.0,5,4,5,545,Champions
CC-124754,40,9,1659.0,4,5,3,453,Loyal Customers
CC-125501,324,6,4195.0,2,3,4,234,Can't Lose Them
CC-125502,194,8,1689.0,2,4,3,243,Can't Lose Them
CC-125503,147,8,1915.0,3,4,3,343,Potential Loyalist
CC-125504,28,3,113.0,5,2,1,521,Others
CC-126101,17,11,5637.0,5,5,5,555,Champions
CC-126102,70,8,6492.0,4,4,5,445,Champions
CC-126103,89,3,2152.0,3,2,3,323,Others
CC-126104,35,7,2541.0,4,4,4,444,Loyal Customers
CC-126701,28,9,4766.0,5,5,5,555,Champions
CC-126702,17,4,1384.0,5,2,3,523,Others
CC-126703,90,8,1548.0,3,4,3,343,Potential Loyalist
CC-126704,30,7,2271.0,5,4,3,543,Loyal Customers
CC-126851,55,6,4893.0,4,3,5,435,Potential Loyalist
CC-126852,266,7,4745.0,2,4,5,245,Can't Lose Them
CC-126853,155,3,304.0,2,2,1,221,At Risk
CC-126854,800,4,2854.0,1,2,4,124,Can't Lose Them
CC-21001,61,2,513.0,4,1,1,411,Others
CC-21002,146,3,507.0,3,2,1,321,Others
CC-21451,777,3,671.0,1,2,2,122,Lost
CC-21452,505,3,486.0,1,2,1,121,Lost
CC-22201,111,3,1568.0,3,2,3,323,Others
CC-22202,486,5,944.0,1,3,2,132,At Risk
CC-22203,22,4,1662.0,5,2,3,523,Others
CC-23701,7,3,1414.0,5,2,3,523,Others
CC-23702,7,6,5544.0,5,3,5,535,Potential Loyalist
CC-24301,853,1,154.0,1,1,1,111,Lost
CC-24302,472,1,889.0,1,1,2,112,Lost
CC-24751,346,4,2488.0,1,2,3,123,At Risk
CC-24752,1339,1,701.0,1,1,2,112,Lost
CC-24753,56,2,519.0,4,1,1,411,Others
CC-25501,272,3,321.0,2,2,1,221,At Risk
CC-25502,1219,2,1112.0,1,1,2,112,Lost
CC-26101,345,3,782.0,2,2,2,222,At Risk
CC-26701,916,2,658.0,1,1,2,112,Lost
CC-26702,147,4,870.0,3,2,2,322,Others
CC-26851,132,4,3954.0,3,2,4,324,Others
CC-26852,507,1,65.0,1,1,1,111,Lost
CD-119201,44,5,7581.0,4,3,5,435,Potential Loyalist
CD-119202,3,9,7413.0,5,5,5,555,Champions
CD-119203,98,8,1267.0,3,4,2,342,Potential Loyalist
CD-119204,41,5,2035.0,4,3,3,433,Potential Loyalist
CD-119801,37,6,4610.0,4,3,5,435,Potential Loyalist
CD-119802,2,7,3430.0,5,4,4,544,Champions
CD-119803,89,7,3170.0,3,4,4,344,Potential Loyalist
CD-119804,55,3,641.0,4,2,2,422,Others
CD-122801,173,7,10763.0,2,4,5,245,Can't Lose Them
CD-122802,42,6,3185.0,4,3,4,434,Potential Loyalist
CD-122803,127,9,1628.0,3,5,3,353,Potential Loyalist
CD-122804,43,2,1206.0,4,1,2,412,Others
CD-127901,248,3,1025.0,2,2,2,222,At Risk
CD-127902,141,13,10120.0,3,5,5,355,Potential Loyalist
CD-127903,77,4,463.0,4,2,1,421,Others
CD-127904,400,5,1861.0,1,3,3,133,At Risk
CD-19201,315,2,1602.0,2,1,3,213,At Risk
CD-19202,393,2,219.0,1,1,1,111,Lost
CD-19801,7,3,996.0,5,2,2,522,Others
CD-19802,256,2,156.0,2,1,1,211,At Risk
CD-19803,332,2,229.0,2,1,1,211,At Risk
CD-22801,13,4,566.0,5,2,2,522,Others
CD-22802,61,3,638.0,4,2,2,422,Others
CD-27901,134,4,853.0,3,2,2,322,Others
CD-27902,132,3,121.0,3,2,1,321,Others
CG-120401,22,7,1925.0,5,4,3,543,Loyal Customers
CG-120402,384,2,373.0,1,1,1,111,Lost
CG-120403,393,4,393.0,1,2,1,121,Lost
CG-120404,50,6,906.0,4,3,2,432,Potential Loyalist
CG-125201,29,6,6267.0,5,3,5,535,Potential Loyalist
CG-125202,51,6,3538.0,4,3,4,434,Potential Loyalist
CG-125203,54,3,2591.0,4,2,4,424,Others
CG-125204,339,3,1148.0,2,2,2,222,At Risk
CG-20401,499,2,36.0,1,1,1,111,Lost
CG-20402,379,3,483.0,1,2,1,121,Lost
CG-25201,120,4,180.0,3,2,1,321,Others
CG-25202,216,3,938.0,2,2,2,222,At Risk
CH-120701,132,5,2440.0,3,3,3,333,Potential Loyalist
CH-120702,142,9,6312.0,3,5,5,355,Potential Loyalist
CH-120703,90,4,832.0,3,2,2,322,Others
CH-120704,692,3,1537.0,1,2,3,123,At Risk
CH-20701,475,3,528.0,1,2,1,121,Lost
CH-20702,307,5,4018.0,2,3,4,234,Can't Lose Them
CJ-118751,54,11,9269.0,4,5,5,455,Champions
CJ-118752,350,6,761.0,1,3,2,132,At Risk
CJ-118753,14,5,2494.0,5,3,3,533,Potential Loyalist
CJ-118754,366,1,17.0,1,1,1,111,Lost
CJ-120101,323,4,1948.0,2,2,3,223,At Risk
CJ-120102,34,6,1283.0,4,3,2,432,Potential Loyalist
CJ-120103,40,8,4961.0,4,4,5,445,Champions
CJ-120104,190,8,11165.0,2,4,5,245,Can't Lose Them
CJ-18751,33,2,411.0,5,1,1,511,Others
CJ-18752,115,4,1020.0,3,2,2,322,Others
CJ-20101,47,2,116.0,4,1,1,411,Others
CJ-20102,898,1,109.0,1,1,1,111,Lost
CK-122051,79,11,4487.0,3,5,5,355,Potential Loyalist
CK-122052,45,7,4774.0,4,4,5,445,Champions
CK-122053,5,7,1207.0,5,4,2,542,Loyal Customers
CK-122054,40,13,3154.0,4,5,4,454,Champions
CK-123251,71,7,1916.0,4,4,3,443,Loyal Customers
CK-123252,96,6,1353.0,3,3,2,332,Potential Loyalist
CK-123253,62,9,3713.0,4,5,4,454,Champions
CK-123254,121,5,2946.0,3,3,4,334,Potential Loyalist
CK-125951,129,7,7018.0,3,4,5,345,Potential Loyalist
CK-125952,130,8,4945.0,3,4,5,345,Potential Loyalist
CK-125953,44,7,2144.0,4,4,3,443,Loyal Customers
CK-125954,44,11,2372.0,4,5,3,453,Loyal Customers
CK-127601,931,4,1002.0,1,2,2,122,Lost
CK-127602,58,6,2293.0,4,3,3,433,Potential Loyalist
CK-127603,87,7,1700.0,3,4,3,343,Potential Loyalist
CK-127604,83,9,1583.0,3,5,3,353,Potential Loyalist
CK-22051,80,1,3.0,3,1,1,311,Others
CK-22052,94,4,947.0,3,2,2,322,Others
CK-23251,1,4,260.0,5,2,1,521,Others
CK-23252,197,4,2867.0,2,2,4,224,Can't Lose Them
CK-25951,216,2,115.0,2,1,1,211,At Risk
CK-25952,616,1,547.0,1,1,1,111,Lost
CK-27601,38,5,2081.0,4,3,3,433,Potential Loyalist
CK-27602,303,7,1937.0,2,4,3,243,Can't Lose Them
CL-118901,128,7,6746.0,3,4,5,345,Potential Loyalist
CL-118902,14,6,2709.0,5,3,4,534,Potential Loyalist
CL-118903,45,14,6904.0,4,5,5,455,Champions
CL-118904,107,4,1262.0,3,2,2,322,Others
CL-125651,27,3,724.0,5,2,2,522,Others
CL-125652,6,9,3424.0,5,5,4,554,Champions
CL-125653,125,6,1979.0,3,3,3,333,Potential Loyalist
CL-125654,285,12,10881.0,2,5,5,255,Can't Lose Them
CL-127001,9,9,10184.0,5,5,5,555,Champions
CL-127002,41,8,2902.0,4,4,4,444,Loyal Customers
CL-127003,22,9,2506.0,5,5,3,553,Loyal Customers
CL-127004,106,5,2354.0,3,3,3,333,Potential Loyalist
CL-18901,315,5,325.0,2,3,1,231,At Risk
CL-18902,559,1,53.0,1,1,1,111,Lost
CL-18903,93,3,181.0,3,2,1,321,Others
CL-25651,206,4,2713.0,2,2,4,224,Can't Lose Them
CL-25652,43,2,63.0,4,1,1,411,Others
CL-27001,142,2,1393.0,3,1,3,313,Others
CL-27002,192,2,39.0,2,1,1,211,At Risk
CM-118151,78,4,4625.0,3,2,5,325,Others
CM-118152,41,7,5045.0,4,4,5,445,Champions
CM-118153,99,6,3020.0,3,3,4,334,Potential Loyalist
CM-118154,132,6,1676.0,3,3,3,333,Potential Loyalist
CM-118301,36,7,4081.0,4,4,4,444,Loyal Customers
CM-118302,7,11,11303.0,5,5,5,555,Champions
CM-118303,72,6,1447.0,4,3,3,433,Potential Loyalist
CM-119351,126,6,3551.0,3,3,4,334,Potential Loyalist
CM-119352,75,6,2261.0,4,3,3,433,Potential Loyalist
CM-119353,37,4,3313.0,4,2,4,424,Others
CM-119354,709,2,565.0,1,1,2,112,Lost
CM-121151,120,7,7631.0,3,4,5,345,Potential Loyalist
CM-121152,468,4,3738.0,1,2,4,124,Can't Lose Them
CM-121153,62,5,1467.0,4,3,3,433,Potential Loyalist
CM-121154,9,4,1662.0,5,2,3,523,Others
CM-121601,98,8,8870.0,3,4,5,345,Potential Loyalist
CM-121602,268,7,2667.0,2,4,4,244,Can't Lose Them
CM-121603,166,5,3840.0,2,3,4,234,Can't Lose Them
CM-121604,27,6,2533.0,5,3,3,533,Potential Loyalist
CM-121901,94,5,2052.0,3,3,3,333,Potential Loyalist
CM-121902,276,6,5985.0,2,3,5,235,Can't Lose Them
CM-121903,1,8,1864.0,5,4,3,543,Loyal Customers
CM-121904,9,6,1475.0,5,3,3,533,Potential Loyalist
CM-122351,45,7,4720.0,4,4,5,445,Champions
CM-122352,43,6,2006.0,4,3,3,433,Potential Loyalist
CM-122353,403,4,2346.0,1,2,3,123,At Risk
CM-122354,386,5,2306.0,1,3,3,133,At Risk
CM-123851,58,11,7050.0,4,5,5,455,Champions
CM-123852,367,4,975.0,1,2,2,122,Lost
